District,State,Representative,Age_0_to_17_with_Pre-existing_Condition,Age_18_to_24_with_Pre-existing_Condition,Age_25_to_34_with_Pre-existing_Condition,Age_35_to_44_with_Pre-existing_Condition,Age_45_to_54_with_Pre-existing_Condition,Age_55_to_64_with_Pre-existing_Condition,Nonelderly_with_Pre-existing_Condition,Percent_of_Nonelderly_with_Pre-existing_Condition,Nonelderly_with_Pre_existing_Condition,rep_party_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,winning_party_2012,rep_party_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,winning_party_2016,rep_party_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,winning_party_2018,COOK_PVI,Pct_white,Pct_black,Pct_latino,Pct_asian_and_pacific_islander,Pct_native_american,Pct_other_race,Percent_bach_degree ,Percent_whiteBA,median_income,Percent_noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
TX-6,Texas,Ron Wright,46200,27100,48000,59300,76500,63500,"320,600",49.0,320600,R,59.7,40.3,19.4,R,R,,36.4,-36.4,,D,R,58.3,39.0,19.3,R,GOP,54.6,45.4,9.2,R,9,60.1,19.4,14.5,4.2,0.4,1.4,28.7,32.2,65758,40.7,12.25,17.16,14.87,Dense suburban
TX-7,Texas,Lizzie Fletcher,49100,21200,59500,69700,73800,66400,"339,600",49.0,339600,R,62.5,37.5,25,R,R,,34.5,-34.5,,D,R,56.2,43.8,12.4,R,DEM,47.5,52.5,-5.0,D,7,56.8,14.1,19.0,8.7,0.2,1.3,50.7,61.5,71183,21.8,-1.37,21.33,18.33,Urban-suburban mix
TX-8,Texas,Kevin Brady,48100,28000,46400,62400,82200,76900,"344,000",50.0,344000,R,79.2,20.8,58.4,R,R,,0,0,,D,R,100.0,0.0,100.0,R,GOP,75.2,24.8,50.4,R,28,74.9,9.0,12.4,2.2,0.3,1.2,30.2,32.5,64861,50.5,48.82,55.27,46.98,Rural-suburban mix
TX-9,Texas,Al Green,49100,31200,61300,64800,66700,62000,"335,100",48.0,335100,D,20.1,79.9,-59.8,D,D,,90.8,-90.8,,D,D,19.4,80.6,-61.2,D,DEM,10.9,89.1,-78.2,D,-29,16.9,47.7,23.2,11.0,0.2,1.0,23.8,44.5,46048,9.4,-61.3,-56.88,-52.75,Urban-suburban mix
TX-10,Texas,Michael McCaul,49100,22800,54600,67300,79700,72500,"346,000",50.0,346000,R,62.5,37.5,25,R,R,,34.1,-34.1,,D,R,57.3,38.4,18.9,R,GOP,53.1,46.9,6.2,R,9,65.6,11.2,17.7,4.0,0.2,1.3,38.7,45.5,73476,35.7,9.18,20.31,13.63,Rural-suburban mix
TX-11,Texas,Mike Conaway,45700,29100,49300,48200,66200,69400,"308,000",49.0,308000,R,80.9,19.1,61.8,R,R,,0,0,,D,R,89.5,0.0,89.5,R,GOP,81.6,18.4,63.2,R,32,65.9,3.7,28.4,0.7,0.3,1.0,20.4,26.3,50602,48.5,58.73,59.6,52.89,Rural-suburban mix
TX-12,Texas,Kay Granger,47700,27000,51500,60700,77300,73000,"337,200",50.0,337200,R,72.7,27.3,45.4,R,R,,26.3,-26.3,,D,R,69.4,26.9,42.5,R,GOP,66.1,33.9,32.2,R,18,72.4,8.4,14.8,2.7,0.4,1.3,29.9,34.3,62214,47.5,30.21,35.16,28.23,Sparse suburban
TX-13,Texas,Mac Thornberry,42300,26800,42600,50500,63200,66100,"291,500",49.0,291500,R,100.0,0,100,R,R,,12.8,-12.8,,D,R,90.0,0.0,90.0,R,GOP,83.1,16.9,66.2,R,33,73.8,5.5,17.5,1.3,0.6,1.3,20.4,24.7,50150,55.6,63.05,61.68,54.72,Rural-suburban mix
TX-14,Texas,Randy Weber,43300,24900,44300,58300,72400,71600,"314,600",50.0,314600,Open Post-Redistrict,54.5,45.5,9,R,R,,36.1,-36.1,,D,R,61.9,38.1,23.8,R,GOP,60.8,39.2,21.6,R,12,59.0,20.9,16.4,2.4,0.3,1.0,22.7,28.4,58103,42.2,19.73,19.86,14.93,Sparse suburban
TX-15,Texas,Vicente Gonzalez,57100,30600,48100,57800,60300,53000,"306,900",46.0,306900,D,37.7,62.3,-24.6,D,D,,54,-54,,D,Open-Used to be Dem,37.7,57.3,-19.6,D,DEM,40.3,59.7,-19.4,D,-7,23.1,2.4,72.8,1.2,0.2,0.4,19.8,31.1,41947,15.9,-16.69,-15.89,-15.5,Sparse suburban
TX-16,Texas,Veronica Escobar,48500,30900,49900,53900,63200,55900,"302,200",48.0,302200,Open Post-Redistrict,33.5,66.5,-33,D,D,,67.5,-67.5,,D,D,0.0,85.7,-85.7,D,DEM,31.6,68.4,-36.8,D,-17,19.0,4.3,74.4,1.2,0.3,0.8,23.9,37.0,44045,11.9,-40.71,-29.65,-29.91,Dense suburban
TX-17,Texas,Bill Flores,41500,43300,50500,52900,64600,61100,"313,900",48.0,313900,R,100.0,0,100,R,R,,32.4,-32.4,,D,R,60.8,35.2,25.6,R,GOP,58.7,41.3,17.4,R,12,65.6,13.3,16.6,2.9,0.2,1.4,29.4,36.3,50888,41.8,17.47,22.66,17.05,Rural-suburban mix
TX-18,Texas,Sheila Jackson Lee,47800,30500,58800,62400,69500,59200,"328,200",48.0,328200,D,23.1,76.9,-53.8,D,D,,71.8,-71.8,,D,D,23.6,73.5,-49.9,D,DEM,24.8,75.2,-50.4,D,-27,23.6,46.4,25.0,3.9,0.1,1.0,22.4,49.6,42662,11.8,-56.5,-53.31,-53.74,Dense suburban
TX-19,Texas,Jodey Arrington,43600,37700,45900,48000,57000,60000,"292,300",48.0,292300,R,100.0,0,100,R,R,,18.4,-18.4,,D,Open-Used to be GOP,86.7,0.0,86.7,R,GOP,75.3,24.7,50.6,R,27,62.5,6.0,29.0,1.0,0.4,1.1,22.4,30.8,47875,43.2,49.06,48.56,43.34,Rural-suburban mix
TX-20,Texas,Joaquin Castro,49500,34200,56100,60800,64100,54500,"319,200",47.0,319200,Open Post-Redistrict,34.4,65.6,-31.2,D,D,,75.7,-75.7,,D,D,0.0,79.7,-79.7,D,DEM,19.1,80.9,-61.8,D,-10,26.7,5.6,64.3,2.2,0.2,1.0,24.7,42.7,49421,15.3,-26.72,-19.23,-17.66,Dense suburban
TX-21,Texas,Chip Roy,36500,29600,55500,57400,72000,77700,"328,700",51.0,328700,R,63.1,36.9,26.2,R,R,,0,0,,D,R,57.0,36.4,20.6,R,GOP,52.5,47.5,5.0,R,10,69.6,3.3,23.1,2.3,0.2,1.4,45.1,49.7,68987,35.0,9.97,21.94,14.27,Dense suburban
TX-22,Texas,Pete Olson,57700,26500,51500,77700,87800,79200,"380,400",50.0,380400,R,66.7,33.3,33.4,R,R,,31.6,-31.6,,D,R,59.5,40.5,19.0,R,GOP,53.6,46.4,7.2,R,10,49.7,14.5,19.5,14.7,0.3,1.3,45.1,46.6,87901,26.5,7.89,25.43,21.71,Sparse suburban
TX-23,Texas,Will Hurd,50700,29100,46000,55900,62500,58300,"302,500",47.0,302500,R,47.5,52.5,-5,D,D,,47.7,-47.7,,D,R,48.3,47.0,1.3,R,GOP,51.3,48.7,2.6,R,1,31.8,3.8,62.0,1.2,0.4,0.8,21.7,38.4,51293,19.6,-3.41,2.67,-0.62,Rural-suburban mix
TX-24,Texas,Kenny Marchant,45100,23800,59300,67900,82400,72100,"350,700",51.0,350700,R,62.9,37.1,25.8,R,R,,32.3,-32.3,,D,R,56.2,39.3,16.9,R,GOP,52.5,47.5,5.0,R,9,63.3,11.6,14.5,8.4,0.3,1.8,44.7,50.9,70454,31.0,6.25,22.45,17.92,Dense suburban
TX-25,Texas,Roger Williams,43500,28400,45300,63000,74100,71900,"326,100",50.0,326100,Open Post-Redistrict,60.9,39.1,21.8,R,R,,36.2,-36.2,,D,R,58.3,37.7,20.6,R,GOP,55.3,44.7,10.6,R,11,74.9,7.1,13.5,2.3,0.3,1.8,37.2,41.4,69083,43.8,14.86,22.1,13.35,Rural-suburban mix
TX-26,Texas,Michael Burgess,53700,27800,53100,75100,85800,67000,"362,500",49.0,362500,R,70.4,29.6,40.8,R,R,,0,0,,D,R,66.4,29.6,36.8,R,GOP,61.0,39.0,22.0,R,18,74.4,7.5,12.0,3.9,0.4,1.8,44.2,46.7,87272,39.6,26.5,36.9,29.32,Sparse suburban
TX-27,Texas,Michael Cloud,44400,27000,43900,52400,61300,68800,"297,900",49.0,297900,R,59.1,40.9,18.2,R,R,,33.7,-33.7,,D,R,61.7,38.3,23.4,R,GOP,63.4,36.6,26.8,R,13,47.3,5.4,45.2,1.1,0.2,0.8,20.3,29.3,53047,33.4,23.55,22.35,18.88,Rural-suburban mix
TX-28,Texas,Henry Cuellar,54000,29000,40000,56200,60000,51800,"291,000",46.0,291000,D,30.5,69.5,-39,D,D,,82.1,-82.1,,D,D,31.3,66.2,-34.9,D,DEM,15.6,84.4,-68.8,D,-9,24.5,5.3,68.3,0.8,0.2,0.9,17.7,28.3,44021,17.5,-19.89,-21.6,-17.35,Sparse suburban
TX-29,Texas,Sylvia Garcia,57100,30600,55200,58700,65200,53000,"319,800",46.0,319800,D,0.0,100,-100,D,D,,89.5,-89.5,,D,D,24.0,72.5,-48.5,D,DEM,24.9,75.1,-50.2,D,-19,18.7,16.1,62.3,2.1,0.3,0.5,10.4,21.1,41737,14.7,-45.66,-32.91,-25.21,Dense suburban
TX-30,Texas,Eddie Bernice Johnson,48900,27800,52600,59500,70100,59000,"318,000",48.0,318000,D,19.4,80.6,-61.2,D,D,,87.9,-87.9,,D,D,15.1,81.6,-66.5,D,DEM,8.9,91.1,-82.2,D,-29,22.6,52.8,21.4,1.9,0.2,1.1,20.5,40.8,44689,13.3,-60.8,-59.98,-57.39,Dense suburban
TX-31,Texas,John Carter,51800,27800,54300,69600,74000,62900,"340,300",49.0,340300,R,63.7,36.3,27.4,R,R,,32,-32,,D,R,58.4,36.5,21.9,R,GOP,52.4,47.6,4.8,R,10,64.8,11.2,18.3,3.4,0.3,2.0,34.3,38.3,69228,40.0,12.74,21.34,13.35,Sparse suburban
TX-32,Texas,Colin Allred,42800,26000,55500,58700,71400,69800,"324,300",50.0,324300,R,59.6,40.4,19.2,R,R,,35.4,-35.4,,D,R,71.1,0.0,71.1,R,DEM,47.8,52.2,-4.4,D,5,63.8,13.0,14.2,6.7,0.2,2.0,43.4,55.7,70119,28.2,-1.87,15.52,11.26,Dense suburban
TX-33,Texas,Marc Veasey,55900,28700,51800,59500,62800,50800,"309,600",46.0,309600,Open Post-Redistrict,26.2,73.8,-47.6,D,D,,86.5,-86.5,,D,D,26.3,73.7,-47.4,D,DEM,23.9,76.1,-52.2,D,-23,27.0,24.4,44.9,2.5,0.3,0.9,9.3,24.3,38445,20.4,-49.15,-44.86,-38.03,Dense suburban
TX-34,Texas,Filemon Vela,52200,29600,41500,50000,59700,52900,"285,900",46.0,285900,Open Post-Redistrict,36.9,63.1,-26.2,D,D,,59.5,-59.5,,D,D,37.3,62.7,-25.4,D,DEM,40.0,60.0,-20.0,D,-10,20.4,1.7,77.1,0.5,0.1,0.2,15.1,26.1,37989,15.0,-21.53,-22.46,-21.02,Rural-suburban mix
TX-35,Texas,Lloyd Doggett,50800,34900,69400,63900,67400,54400,"340,700",47.0,340700,D,33.4,66.6,-33.2,D,D,,62.5,-62.5,,D,D,31.6,63.1,-31.5,D,DEM,28.8,71.2,-42.4,D,-15,34.2,10.6,52.4,1.3,0.2,1.2,20.4,34.3,48490,22.4,-33.6,-28.4,-27.83,Dense suburban
TX-36,Texas,Brian Babin,43000,26200,42400,54400,69400,73000,"308,300",50.0,308300,Open Post-Redistrict,72.7,27.3,45.4,R,Open-Used to be GOP,,22.1,-22.1,,D,R,88.6,0.0,88.6,R,GOP,72.6,27.4,45.2,R,26,71.6,9.5,15.6,1.7,0.4,1.2,19.4,21.7,58984,56.0,46.75,47.45,40.03,Rural-suburban mix
UT-1,Utah,Rob Bishop,55300,30600,48900,57600,54600,56000,"302,900",46.0,302900,R,74.3,25.7,48.6,R,R,,27.9,-27.9,,D,R,65.9,26.4,39.5,R,GOP,75.6,24.4,51.2,R,26,87.3,0.9,7.9,1.6,0.9,1.3,28.9,31.3,65896,59.9,27.37,56.97,38.32,Sparse suburban
UT-2,Utah,Chris Stewart,50000,29200,51500,55700,55800,60300,"302,400",47.0,302400,Open Post-Redistrict,65.0,35,30,R,R,,32.9,-32.9,,D,R,61.6,33.9,27.7,R,GOP,61.8,38.2,23.6,R,16,85.7,0.9,8.4,2.7,0.9,1.3,32.5,35.3,60700,55.4,14.04,38.78,20.09,Rural-suburban mix
UT-3,Utah,John Curtis,56000,40600,45100,52600,53900,49800,"298,000",45.0,298000,R,76.6,23.4,53.2,R,R,,22.5,-22.5,,D,R,73.5,26.5,47.0,R,GOP,72.9,27.1,45.8,R,25,88.8,0.5,5.9,1.9,1.4,1.6,41.6,44.0,70763,49.7,23.91,58.8,37.99,Sparse suburban
UT-4,Utah,Ben McAdams,57000,25500,54900,66900,58300,55000,"317,700",47.0,317700,D,49.8,50.2,-0.4,D,Open-Used to be Dem,,45.8,-45.8,,D,R,53.8,41.3,12.5,R,DEM,49.8,50.2,-0.4,D,13,84.4,1.2,9.2,3.3,0.7,1.2,28.2,31.2,68711,58.0,6.72,36.95,15.2,Dense suburban
VT-AL,Vermont,Peter Welch,28800,24700,31700,39900,64100,74000,"263,200",53.0,263200,D,24.4,75.6,-51.2,D,D,,64.4,-64.4,,D,D,0.0,89.5,-89.5,D,DEM,30.7,69.3,-38.6,D,-15,95.4,0.8,1.4,0.9,0.3,1.3,36.4,36.5,57677,60.5,-26.41,-35.84,-37.17,Pure rural
VA-1,Virginia,Rob Wittman,44400,25400,42200,57700,80000,69200,"318,900",50.0,318900,R,,Redrawn,#VALUE!,D,R,,Redrawn,#VALUE!,,D,R,59.9,36.6,23.3,R,GOP,55.3,44.7,10.6,R,8,73.3,16.7,5.3,2.4,0.4,1.9,37.5,41.2,81338,43.0,12.41,11.87,9.36,Rural-suburban mix
VA-2,Virginia,Elaine Luria,39200,37400,52300,51100,68200,62400,"310,700",49.0,310700,R,,Redrawn,#VALUE!,D,R,,Redrawn,#VALUE!,,D,Open-Used to be GOP,61.3,38.5,22.8,R,DEM,48.9,51.1,-2.2,D,3,68.0,19.3,5.5,4.4,0.3,2.4,34.4,38.5,66953,41.8,3.4,2.27,1.15,Dense suburban
VA-3,Virginia,Bobby Scott,40300,38300,52500,49200,67300,62000,"309,500",49.0,309500,D,,Redrawn,#VALUE!,D,D,,Redrawn,#VALUE!,,D,D,33.1,66.7,-33.6,D,DEM,0.0,100.0,-100.0,D,-16,46.3,45.1,4.0,2.2,0.3,2.1,26.2,32.3,51794,31.3,-31.75,-36.26,-34.26,Dense suburban
VA-4,Virginia,Don McEachin,38500,30000,51500,53300,72000,67800,"313,100",50.0,313100,R,,Redrawn,#VALUE!,D,R,,Redrawn,#VALUE!,,D,Open-Used to be GOP,42.0,57.7,-15.7,D,DEM,37.5,62.5,-25.0,D,-10,52.1,41.5,2.8,1.6,0.3,1.8,30.1,37.8,54607,32.4,-21.52,-21.81,-22.08,Rural-suburban mix
VA-5,Virginia,Denver Riggleman,35500,23900,38200,48300,70300,74900,"291,100",52.0,291100,R,56.4,43.6,12.8,R,R,,35.9,-35.9,,D,Open-Used to be GOP,58.2,41.6,16.6,R,GOP,53.3,46.7,6.6,R,6,75.9,20.1,1.6,1.0,0.2,1.2,27.9,31.5,52237,52.0,11.09,6.67,3.14,Pure rural
VA-6,Virginia,Ben Cline,36200,28500,39700,48300,68700,70400,"291,700",51.0,291700,R,65.4,34.6,30.8,R,R,,0,0,,D,R,66.6,33.1,33.5,R,GOP,59.9,40.1,19.8,R,13,84.9,10.2,2.4,1.1,0.2,1.2,26.6,28.7,50061,60.5,24.81,19.38,15.0,Rural-suburban mix
VA-7,Virginia,Abigail Spanberger,43000,20700,43000,57400,77800,71200,"313,100",51.0,313100,R,,Redrawn,#VALUE!,D,Open-Used to be GOP,,Redrawn,#VALUE!,,D,R,57.5,42.2,15.3,R,DEM,49.7,50.3,-0.6,D,6,73.2,18.4,3.5,3.0,0.2,1.6,39.0,43.1,73580,41.6,6.5,10.52,7.84,Rural-suburban mix
VA-8,Virginia,Don Beyer,37800,26300,70200,68700,73300,63100,"339,400",51.0,339400,D,32.1,67.9,-35.8,D,Open-Used to be Dem,,63.1,-63.1,,D,D,27.3,68.4,-41.1,D,DEM,23.7,76.3,-52.6,D,-21,64.1,13.6,10.0,9.8,0.2,2.4,61.8,77.1,100719,14.6,-52.61,-36.76,-37.76,Urban-suburban mix
VA-9,Virginia,Morgan Griffith,32900,30200,37200,49500,67900,73300,"291,100",52.0,291100,R,61.4,38.6,22.8,R,R,,0,0,,D,R,68.6,28.3,40.3,R,GOP,65.3,34.7,30.6,R,19,91.8,5.4,1.1,0.8,0.1,0.8,20.4,20.0,41698,73.4,41.48,28.18,18.12,Pure rural
VA-10,Virginia,Jennifer Wexton,50300,19900,48400,70500,81900,60300,"331,300",50.0,331300,R,60.1,39.9,20.2,R,Open-Used to be GOP,,40.4,-40.4,,D,R,52.7,46.9,5.8,R,DEM,43.8,56.2,-12.4,D,-1,72.5,7.2,7.1,10.9,0.3,2.1,54.3,56.7,120384,31.3,-9.93,1.13,-2.83,Sparse suburban
VA-11,Virginia,Gerry Connolly,46100,23000,51000,65400,79600,66300,"331,400",50.0,331400,D,36.8,63.2,-26.4,D,D,,56.9,-56.9,,D,D,0.0,87.9,-87.9,D,DEM,28.8,71.2,-42.4,D,-15,58.2,13.5,10.8,14.7,0.1,2.8,55.5,66.5,106554,19.4,-39.42,-26.16,-25.35,Dense suburban
WA-1,Washington,Suzan DelBene,39800,18700,42100,59100,78700,77900,"316,300",52.0,316300,D,46.1,53.9,-7.8,D,D,,55,-55,,D,D,44.6,55.4,-10.8,D,DEM,40.8,59.2,-18.4,D,-6,83.8,1.1,4.8,6.7,1.0,2.5,43.4,41.5,91018,48.9,-16.28,-10.82,-14.42,Sparse suburban
WA-2,Washington,Rick Larsen,37200,27900,49000,51400,66600,73000,"305,100",51.0,305100,D,38.9,61.1,-22.2,D,D,,60.6,-60.6,,D,D,36.0,64.0,-28.0,D,DEM,28.5,71.5,-43.0,D,-10,80.4,2.4,5.8,7.0,1.2,3.3,30.3,31.4,65187,55.1,-22.1,-21.2,-22.91,Dense suburban
WA-3,Washington,Jaime Herrera Beutler,40700,20800,39400,52300,67400,72100,"292,600",51.0,292600,R,60.4,39.6,20.8,R,R,,38.5,-38.5,,D,R,61.8,38.2,23.6,R,GOP,52.9,47.1,5.8,R,4,87.6,1.4,4.5,3.0,0.8,2.8,25.4,25.8,61304,65.0,7.41,1.64,-3.84,Rural-suburban mix
WA-4,Washington,Dan Newhouse,49500,24200,42700,49500,59200,59900,"285,000",48.0,285000,R,66.2,33.8,32.4,R,Open-Used to be GOP,,0,0,,D,R,100.0,0.0,100.0,R,GOP,64.5,35.5,29.0,R,13,72.6,1.1,20.4,1.3,2.6,2.0,20.1,26.4,52484,53.4,22.86,21.82,19.76,Rural-suburban mix
WA-5,Washington,Cathy McMorris Rodgers,35800,29900,43200,43600,61200,69900,"283,500",50.0,283500,R,61.9,38.1,23.8,R,R,,39.3,-39.3,,D,R,59.6,40.4,19.2,R,GOP,55.1,44.9,10.2,R,8,88.5,1.4,4.1,1.9,1.4,2.6,30.4,30.9,51697,61.1,13.03,9.8,4.95,Rural-suburban mix
WA-6,Washington,Derek Kilmer,31000,23400,39400,42200,62500,77000,"275,400",53.0,275400,Open Post-Redistrict,41.0,59,-18,D,D,,63,-63,,D,D,38.5,61.5,-23.0,D,DEM,36.6,63.4,-26.8,D,-6,82.5,3.5,4.6,3.8,1.7,3.9,29.7,31.6,60616,56.4,-12.36,-14.96,-16.12,Rural-suburban mix
WA-7,Washington,Pramila Jayapal,27900,28400,69200,66400,69800,71700,"333,300",53.0,333300,D,20.3,79.7,-59.4,D,D,,81,-81,,D,Open-Used to be Dem,0.0,100.0,-100.0,D,DEM,16.6,83.4,-66.8,D,-33,78.1,3.5,5.0,8.8,0.6,4.1,61.0,64.5,84579,27.7,-69.95,-61.12,-62.36,Urban-suburban mix
WA-8,Washington,Kim Schrier,42500,23400,43800,58600,77100,74300,"319,700",51.0,319700,R,59.7,40.3,19.4,R,R,,36.7,-36.7,,D,R,60.2,39.8,20.4,R,DEM,47.4,52.6,-5.2,D,0,81.3,2.7,6.1,6.4,0.9,2.8,34.5,35.1,79516,52.7,-3.04,-1.56,-4.7,Sparse suburban
WA-9,Washington,Adam Smith,38400,22800,57100,58800,75600,66100,"318,800",51.0,318800,D,28.4,71.6,-43.2,D,D,,70.8,-70.8,,D,D,27.1,72.9,-45.8,D,DEM,31.8,68.2,-36.4,D,-21,58.5,10.5,6.0,19.8,0.7,4.6,41.8,48.1,75407,30.3,-47.13,-38.71,-38.66,Dense suburban
WA-10,Washington,Denny Heck,42400,25600,49400,53400,65800,68100,"304,800",50.0,304800,Open Post-Redistrict,41.4,58.6,-17.2,D,D,,54.7,-54.7,,D,D,41.3,58.7,-17.4,D,DEM,38.7,61.3,-22.6,D,-5,74.6,6.1,6.9,6.8,1.3,4.3,28.7,30.9,62206,51.4,-11.35,-15.22,-16.17,Dense suburban
WV-1,West Virginia,David McKinley,28000,24400,34200,43000,56200,62500,"248,300",52.0,248300,R,62.5,37.5,25,R,R,,36.1,-36.1,,D,R,69.0,31.0,38.0,R,GOP,64.6,35.4,29.2,R,19,95.0,2.4,0.9,0.6,0.2,0.9,23.5,23.1,45611,73.0,41.64,26.64,15.19,Pure rural
WV-2,West Virginia,Alex Mooney,32600,17500,34200,45100,60300,68300,"257,900",52.0,257900,R,69.8,30.2,39.6,R,Open-Used to be GOP,,43.9,-43.9,,D,R,58.2,41.8,16.4,R,GOP,57.1,42.9,14.2,R,17,92.5,3.8,1.3,0.6,0.2,1.6,21.5,21.1,48358,72.9,36.44,22.04,10.79,Pure rural
WV-3,West Virginia,Carol Miller,30100,18100,30400,42200,53300,57700,"231,800",51.0,231800,D,46.0,54,-8,D,D,,44.7,-44.7,,D,R,67.9,24.0,43.9,R,GOP,56.4,43.6,12.8,R,23,94.0,3.8,0.8,0.4,0.2,0.9,17.4,17.2,37728,77.8,49.27,32.21,13.44,Pure rural
WI-1,Wisconsin,Bryan Steil,38600,21500,38100,50200,77800,80200,"306,400",52.0,306400,R,55.9,44.1,11.8,R,R,,36.6,-36.6,,D,R,64.9,30.2,34.7,R,GOP,57.7,42.3,15.4,R,5,86.8,5.0,5.6,1.3,0.3,1.0,28.2,29.7,61589,61.0,10.38,4.21,-2.66,Sparse suburban
WI-2,Wisconsin,Mark Pocan,38800,33900,48000,55400,69000,76300,"321,500",51.0,321500,Open Post-Redistrict,32.0,68,-36,D,D,,68.4,-68.4,,D,D,31.2,68.7,-37.5,D,DEM,0.0,100.0,-100.0,D,-18,89.4,3.6,2.9,2.4,0.3,1.3,42.6,43.3,65589,50.7,-36.8,-37.84,-41.51,Rural-suburban mix
WI-3,Wisconsin,Ron Kind,36300,34400,38400,45200,66500,74400,"295,200",51.0,295200,D,35.9,64.1,-28.2,D,D,,56.5,-56.5,,D,D,0.0,98.9,-98.9,D,DEM,40.3,59.7,-19.4,D,0,94.8,1.0,1.3,1.5,0.5,0.8,25.4,25.8,52154,70.3,4.5,-11.0,-20.22,Pure rural
WI-4,Wisconsin,Gwen Moore,43500,29500,53700,51600,62400,59000,"299,600",48.0,299600,D,25.6,74.4,-48.8,D,D,,70.2,-70.2,,D,D,0.0,76.7,-76.7,D,DEM,24.3,75.7,-51.4,D,-25,52.6,32.8,9.7,2.6,0.5,1.8,27.4,39.9,41816,31.6,-52.16,-51.55,-49.8,Urban-suburban mix
WI-5,Wisconsin,Jim Sensenbrenner,38500,22500,39900,51600,76700,81600,"310,700",52.0,310700,R,67.9,32.1,35.8,R,R,,30.4,-30.4,,D,R,66.7,29.3,37.4,R,GOP,62.0,38.0,24.0,R,13,92.4,1.8,3.3,1.4,0.2,0.8,36.9,36.9,68162,58.3,20.14,23.57,15.41,Sparse suburban
WI-6,Wisconsin,Glenn Grothman,36300,23800,37200,48700,73600,80300,"299,900",52.0,299900,R,62.2,37.8,24.4,R,Open-Used to be GOP,,40.9,-40.9,,D,R,57.2,37.3,19.9,R,GOP,55.5,44.5,11.0,R,8,93.6,1.5,2.3,1.4,0.5,0.7,26.4,26.8,57129,68.5,16.83,7.32,-0.12,Rural-suburban mix
WI-7,Wisconsin,Sean Duffy,36700,18100,33800,46900,73200,86600,"295,400",53.0,295400,R,56.2,43.8,12.4,R,R,,39.4,-39.4,,D,R,61.7,38.3,23.4,R,GOP,61.5,38.5,23.0,R,8,94.6,0.5,1.2,1.0,1.8,0.9,23.1,23.4,51738,72.5,20.44,3.08,-7.84,Pure rural
WI-8,Wisconsin,Mike Gallagher,39700,22300,40100,51200,75300,78600,"307,000",52.0,307000,R,56.0,44,12,R,R,,34.9,-34.9,,D,Open-Used to be GOP,62.6,37.3,25.3,R,GOP,63.7,36.3,27.4,R,7,92.3,1.0,2.2,1.4,2.1,1.0,25.4,26.0,57888,68.3,17.57,3.7,-8.63,Rural-suburban mix
WY-AL,Wyoming,Liz Cheney,33100,21000,37600,42100,50900,63600,"248,300",51.0,248300,R,74.3,25.7,48.6,R,R,,22.9,-22.9,,D,Open-Used to be GOP,62.0,30.0,32.0,R,GOP,70.2,29.8,40.4,R,25,88.4,0.9,6.9,0.6,1.8,1.5,27.1,28.5,59882,63.1,47.58,41.16,32.43,Pure rural
